1947,Song of the South
1947,
1948,Johnny Belinda
1948,The Search
1948,When My Baby Smiles at Me
1948,Hamlet
1948,Sitting Pretty
1948,Joan of Arc
1948,I Remember Mama
1948,The Treasure of the Sierra Madre
1948,The Luck of the Irish
1948,The Snake Pit
1948,"Sorry, Wrong Number"
1948,Key Largo
1948,Art Direction: Roger K. Furse; Set Decoration: Carmen Dillon
1948,Art Direction: Robert Haas; Set Decoration: William Wallace
1948,"Art Direction: Richard Day; Set Decoration: Edwin Casey Roberts, Joseph Kish"
1948,Art Direction: Hein Heckroth; Set Decoration: Arthur Lawson
1948,"Charles B. Lang, Jr."
1948,Nicholas Musuraca
1948,Ted McCord
1948,William Daniels
1948,Joseph August
1948,Charles G. Clarke
1948,"Joseph Valentine, William V. Skall, Winton Hoch"
1948,William Snyder
1948,Robert Planck
1948,Irene
1948,Roger K. Furse
1948,"Edith Head, Gile Steele"
1948,"Dorothy Jeakins, Karinska"
1948,Laurence Olivier
1948,Jean Negulesco
1948,Fred Zinnemann
1948,Anatole Litvak
1948,John Huston
1948,"Janice Loeb, Producer"
1948,"Orville O. Dull, Producer"
1948,"Herbert Morgan, Producer"
1948,United States Army Air Force
1948,United States Army
1948,Frank Sullivan
1948,David Weisbart
1948,Paul Weatherwax
1948,Christian Nyby
1948,Reginald Mills
1948,William Walton
1948,Hugo Friedhofer
1948,Max Steiner
1948,Brian Easdale
1948,Alfred Newman
1948,"Johnny Green, Roger Edens"
1948,Victor Young
1948,Lennie Hayton
1948,Ray Heindorf
1948,Music and Lyrics by Jay Livingston and Ray Evans
1948,Music by Harold Arlen; Lyrics by Leo Robin
1948,Music by Jule Styne; Lyrics by Sammy Cahn
1948,Music by Frederick Hollander; Lyrics by Leo Robin
1948,Music and Lyrics by Ramey Idriss and George Tibbles
1948,J. Arthur Rank-Two Cities Films
1948,Warner Brothers
1948,J. Arthur Rank-Archers
1948,20th Century-Fox
1948,"Fred Quimby, Producer"
1948,"Walt Disney, Producer"
1948,"Edward Selzer, Producer"
1948,United Productions of America
1948,"Herbert Moulton, Producer"
1948,"Gordon Hollingshead, Producer"
1948,"Edmund H. Reek, Producer"
1948,"Pete Smith, Producer"
1948,"Harry Grey, Producer"
1948,"Thomas Mead, Producer"
1948,"Warner Brothers Studio Sound Department, Col. Nathan O. Levinson, Sound Director"
1948,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1948,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
1948,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman"
1948,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart"
1948,"Frances Flaherty, Robert Flaherty"
1948,Malvin Wald
1948,Borden Chase
1948,Emeric Pressburger
1948,"Richard Schweizer, David Wechsler"
1948,"Charles Brackett, Billy Wilder, Richard L. Breen"
1948,"Irmgard Von Cube, Allen Vincent"
1948,"Frank Partos, Millen Brand"
1948,
1949,All the King's Men
1949,Champion
1949,Twelve O'Clock High
1949,The Hasty Heart
1949,Sands of Iwo Jima
1949,The Heiress
1949,Battleground
1949,Pinky
1949,My Foolish Heart
1949,"Edward, My Son"
1949,Come to the Stable
1949,"Art Direction: Lyle Wheeler, Joseph C. Wright; Set Decoration: Thomas Little, Paul S. Fox"
1949,"Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri"
1949,"Art Direction: Cedric Gibbons, Jack Martin Smith; Set Decoration: Edwin B. Willis, Richard A. Pefferle"
1949,Art Direction: Edward Carrere; Set Decoration: Lyle Reifsnider
1949,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore"
1949,"Art Direction: Jim Morahan, William Kellner, Michael Relph"
1949,Paul C. Vogel
1949,Frank Planer
1949,Joseph LaShelle
1949,Leo Tover
1949,Leon Shamroy
1949,Harry Stradling
1949,William Snyder
1949,"Robert Planck, Charles Schoenbaum"
1949,Charles G. Clarke
1949,Winton Hoch
1949,"Edith Head, Gile Steele"
1949,Vittorio Nino Novarese
1949,"Leah Rhodes, Travilla, Marjorie Best"
1949,Kay Nelson
1949,Robert Rossen
1949,William A. Wellman
1949,Carol Reed
1949,William Wyler
1949,Joseph L. Mankiewicz
1949,Crown Film Unit
1949,"Paul F. Heard, Producer"
1949,"Richard de Rochemont, Producer"
1949,French Cinema General Cooperative
1949,"St. Francis-Xavier University, Antigonish, Nova Scotia"
1949,"Edward Selzer, Producer"
1949,"Robert Parrish, Al Clark"
1949,John Dunning
1949,Harry Gerstad
1949,Richard L. Van Enger
1949,Frederic Knudtson
1949,Max Steiner
1949,Dimitri Tiomkin
1949,Aaron Copland
1949,"Morris Stoloff, George Duning"
1949,Ray Heindorf
1949,"Roger Edens, Lennie Hayton"
1949,Music and Lyrics by Frank Loesser
1949,Music by Jule Styne; Lyrics by Sammy Cahn
1949,Music by Eliot Daniel; Lyrics by Larry Morey
1949,Music by Victor Young; Lyrics by Ned Washington
1949,Music by Alfred Newman; Lyrics by Mack Gordon
1949,Robert Rossen Productions
1949,Metro-Goldwyn-Mayer
1949,Paramount
1949,20th Century-Fox
1949,"Fred Quimby, Producer"
1949,"Stephen Bosustow, Producer"
1949,"Walt Disney, Producer"
1949,"Jack Eaton, Producer"
1949,"Justin Herman, Producer"
1949,"Gordon Hollingshead, Producer"
1949,"Walton C. Ament, Producer"
1949,"Pete Smith, Producer"
1949,"William Lasky, Producer"
1949,"Irving Allen, Producer"
1949,"Gaston Diehl and Robert Haessens, Producers"
1949,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
1949,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1949,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
1949,ARKO Productions
1949,Walter Wanger Pictures
1949,Clare Boothe Luce
1949,"Shirley W. Smith, Valentine Davies"
1949,Harry Brown
1949,Douglas Morrow
1949,Virginia Kellogg
1949,Cesare Zavattini
1949,Carl Foreman
1949,Graham Greene
1949,Robert Pirosh
1949,Sidney Buchman
1949,"Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini"
1949,T. E. B. Clarke
1949,"Helen Levitt, Janice Loeb, Sidney Meyers"
1949,
1950,The Magnificent Yankee
1950,Cyrano de Bergerac
1950,Sunset Blvd.
1950,Harvey
1950,Father of the Bride
1950,Broken Arrow
1950,Mister 880
1950,The Asphalt Jungle
1950,All about Eve
1950,Born Yesterday
1950,Caged
1950,"Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Thomas Little, Walter M. Scott"
1950,"Art Direction: Cedric Gibbons, Hans Peters; Set Decoration: Edwin B. Willis, Hugh Hunt"
1950,"Art Direction: Hans Dreier, John Meehan; Set Decoration: Sam Comer, Ray Moyer"
1950,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Richard A. Pefferle"
1950,Art Direction: Ernst Fegte; Set Decoration: George Sawley
1950,"Art Direction: Hans Dreier, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer"
1950,Milton Krasner
1950,Harold Rosson
1950,Victor Milner
1950,John F. Seitz
1950,Robert Krasker
1950,Charles Rosher
1950,Ernest Palmer
1950,Ernest Haller
1950,Robert Surtees
1950,George Barnes
1950,"Edith Head, Charles LeMaire"
1950,Jean Louis
1950,Walter Plunkett
1950,Michael Whittaker
1950,"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling"
1950,"Walter Plunkett, Valles"
1950,Joseph L. Mankiewicz
1950,John Huston
1950,George Cukor
1950,Billy Wilder
1950,Carol Reed
1950,"Robert Snyder, Producer"
1950,"Jack Arnold and Lee Goodman, Producers"
1950,"Guy Glover, Producer"
1950,"Film Documents, Inc."
1950,"Edmund Reek, Producer"
1950,Barbara McLean
1950,James E. Newcom
1950,"Ralph E. Winters, Conrad A. Nervig"
1950,"Arthur Schmidt, Doane Harrison"
1950,Oswald Hafenrichter
1950,Alfred Newman
1950,Max Steiner
1950,George Duning
1950,Victor Young
1950,Franz Waxman
1950,"Adolph Deutsch, Roger Edens"
1950,"Oliver Wallace, Paul J. Smith"
1950,Lionel Newman
1950,Andre Previn
1950,Ray Heindorf
1950,Music by Nicholas Brodszky; Lyrics by Sammy Cahn
1950,"Music and Lyrics by Mack David, Al Hoffman and Jerry Livingston"
1950,Music and Lyrics by Ray Evans and Jay Livingston
1950,"Music and Lyrics by Fred Glickman, Hy Heath and Johnny Lange"
1950,Music by Josef Myrow; Lyrics by Mack Gordon
1950,20th Century-Fox
1950,Columbia
1950,Metro-Goldwyn-Mayer
1950,Paramount
1950,"Stephen Bosustow, Producer"
1950,"Fred Quimby, Producer"
1950,"Robert Youngson, Producer"
1950,"Gordon Hollingshead, Producer"
1950,"Pete Smith, Producer"
1950,"Falcon Films, Inc."
1950,"Walt Disney, Producer"
1950,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
1950,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director"
1950,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
1950,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
1950,"Pinewood Studio Sound Department, Cyril Crowhurst, Sound Director"
1950,George Pal Productions
1950,Cecil B. DeMille Productions
1950,"Giuseppe De Santis, Carlo Lizzani"
1950,"William Bowers, Andre de Toth"
1950,Leonard Spigelgass
1950,"Edna Anhalt, Edward Anhalt"
1950,Sy Gomberg
1950,"Ben Maddow, John Huston"
1950,Albert Mannheimer
1950,Albert Maltz
1950,"Frances Goodrich, Albert Hackett"
1950,"Ruth Gordon, Garson Kanin"
1950,"Virginia Kellogg, Bernard C. Schoenfeld"
1950,Carl Foreman
1950,"Joseph L. Mankiewicz, Lesser Samuels"
1950,"Charles Brackett, Billy Wilder, D. M. Marshman, Jr."
1950,
1951,The African Queen
1951,A Streetcar Named Desire
1951,A Place in the Sun
1951,Bright Victory
1951,Death of a Salesman
1951,Quo Vadis
1951,Come Fill the Cup
1951,Detective Story
1951,The Blue Veil
1951,The Mating Season
1951,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Thomas Little, Fred J. Rode"
1951,"Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Thomas Little, Paul S. Fox"
1951,D'Eaubonne
1951,Art Direction: Richard Day; Set Decoration: George James Hopkins
1951,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore"
1951,"Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason"
1951,"Art Direction: Lyle Wheeler, George Davis; Set Decoration: Thomas Little, Paul S. Fox"
1951,"Art Direction: Lyle Wheeler, Leland Fuller; Musical Settings: Joseph C. Wright; Set Decoration: Thomas Little, Walter M. Scott"
1951,"Art Direction: William A. Horning, Cedric Gibbons, Edward Carfagno; Set Decoration: Hugh Hunt"
1951,Hein Heckroth
1951,Frank Planer
1951,Norbert Brodine
1951,William C. Mellor
1951,Robert Burks
1951,Harry Stradling
1951,Alfred Gilks; Ballet Photography by John Alton
1951,Leon Shamroy
1951,"Robert Surtees, William V. Skall"
1951,Charles Rosher
1951,"John F. Seitz, W. Howard Greene"
1951,"Walter Plunkett, Gile Steele"
1951,"Charles LeMaire, Renie"
1951,"Edward Stevenson, Margaret Furse"
1951,Edith Head
1951,Lucinda Ballard
1951,"Orry-Kelly, Walter Plunkett, Irene Sharaff"
1951,"Charles LeMaire, Edward Stevenson"
1951,"Helen Rose, Gile Steele"
1951,Herschel McCoy
1951,John Huston
1951,Vincente Minnelli
1951,William Wyler
1951,George Stevens
1951,Elia Kazan
1951,"Bryan Foy, Producer"
1951,"Olle Nordemar, Producer"
1951,'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital'
1951,"Owen Crump, Producer.  (Film sponsored by the Disabled American Veterans, in cooperation with the United States Department of Defense and the Association of Motion Picture Producers)"
1951,"Gordon Hollingshead, Producer"
1951,Adrienne Fazan
1951,Dorothy Spencer
1951,William Hornbeck
1951,Ralph E. Winters
1951,Chester Schaeffer
1951,Alfred Newman
1951,Alex North
1951,Franz Waxman
1951,Miklos Rozsa
1951,Oliver Wallace
1951,"Johnny Green, Saul Chaplin"
1951,"Peter Herman Adler, Johnny Green"
1951,"Adolph Deutsch, Conrad Salinger"
1951,Music by Hoagy Carmichael; Lyrics by Johnny Mercer
1951,"Music and Lyrics by Bert Kalmar, Harry Ruby and Oscar Hammerstein II"
1951,Music by Lionel Newman; Lyrics by Eliot Daniel
1951,Music by Burton Lane; Lyrics by Alan Jay Lerner
1951,Music by Nicholas Brodszky; Lyrics by Sammy Cahn
1951,"Arthur Freed, Producer"
1951,"Anatole Litvak and Frank McCarthy, Producers"
1951,"George Stevens, Producer"
1951,"Sam Zimbalist, Producer"
1951,"Charles K. Feldman, Producer"
1951,"Walt Disney, Producer"
1951,"Stephen Bosustow, Producer"
1951,"Fred Quimby, Producer"
1951,"Jack Eaton, Producer"
1951,"Robert G. Leffingwell, Producer"
1951,"Robert Youngson, Producer"
1951,Les Films du Compass
1951,"Tom Mead, Producer"
1951,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
1951,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1951,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
1951,"Warner Brothers Studio Sound Department, Col. Nathan Levinson, Sound Director"
1951,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director"
1951,Paramount
1951,"Budd Boetticher, Ray Nazarro"
1951,Oscar Millard
1951,"Robert Riskin, Liam O'Brien"
1951,"Paul Dehn, James Bernard"
1951,"Alfred Hayes, Stewart Stern"
1951,"James Agee, John Huston"
1951,"Philip Yordan, Robert Wyler"
1951,"Max Ophuls, Jacques Natanson"
1951,"Michael Wilson, Harry Brown"
1951,Tennessee Williams
1951,Alan Jay Lerner
1951,"Billy Wilder, Lesser Samuels, Walter Newman"
1951,Philip Dunne
1951,Robert Pirosh
1951,"Clarence Greene, Russell Rouse"
1951,
1952,Viva Zapata!
1952,High Noon
1952,The Bad and the Beautiful
1952,Moulin Rouge
1952,The Lavender Hill Mob
1952,My Cousin Rachel
1952,The Big Sky
1952,The Quiet Man
1952,Sudden Fear
1952,"Come Back, Little Sheba"
1952,The Star
1952,The Member of the Wedding
1952,With a Song in My Heart
1952,Singin' in the Rain
1952,"Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Keogh Gleason"
1952,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Emile Kuri"
1952,"Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Walter M. Scott"
1952,Art Direction: Matsuyama; Set Decoration: H. Motsumoto
1952,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Thomas Little, Claude Carpenter"
1952,"Art Direction: Richard Day, Clave; Set Decoration: Howard Bristol"
1952,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Arthur Krams"
1952,Art Direction: Paul Sheriff; Set Decoration: Marcel Vertes
1952,"Art Direction: Frank Hotaling; Set Decoration: John McCarthy, Jr., Charles Thompson"
1952,"Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Thomas Little, Paul S. Fox"
1952,Robert Surtees
1952,Russell Harlan
1952,Joseph LaShelle
1952,Virgil E. Miller
1952,"Charles B. Lang, Jr."
1952,Harry Stradling
1952,F. A. Young
1952,George J. Folsey
1952,"Winton C. Hoch, Archie Stout"
1952,Leon Shamroy
1952,Jean Louis
1952,Helen Rose
1952,Edith Head
1952,"Charles LeMaire, Dorothy Jeakins"
1952,Sheila O'Brien
1952,"Edith Head, Dorothy Jeakins, Miles White"
1952,"Clave, Mary Wills, Madame Karinska"
1952,"Helen Rose, Gile Steele"
1952,Marcel Vertes
1952,Charles LeMaire
1952,Joseph L. Mankiewicz
1952,Cecil B. DeMille
1952,Fred Zinnemann
1952,John Huston
1952,John Ford
1952,"Dore Schary, Producer"
1952,"Hall Bartlett, Producer"
1952,"Irwin Allen, Producer"
1952,"Herbert Morgan, Producer"
1952,"Alberto Ancilotto, Producer"
1952,"Stephen Bosustow, Executive Producer"
1952,"Norman McLaren, Producer"
1952,Warren Low
1952,William Austin
1952,Anne Bauchens
1952,"Elmo Williams, Harry Gerstad"
1952,Ralph Kemplen
1952,Dimitri Tiomkin
1952,Miklos Rozsa
1952,Max Steiner
1952,Herschel Burke Gilbert
1952,Alex North
1952,Walter Scharf
1952,"Ray Heindorf, Max Steiner"
1952,Gian-Carlo Menotti
1952,Lennie Hayton
1952,Alfred Newman
1952,Music and Lyrics by Jack Brooks
1952,Music by Nicholas Brodszky; Lyrics by Sammy Cahn
1952,Music by Dimitri Tiomkin; Lyrics by Ned Washington
1952,Music and Lyrics by Frank Loesser
1952,Music by Harry Warren; Lyrics by Leo Robin
1952,"Cecil B. DeMille, Producer"
1952,"Stanley Kramer, Producer"
1952,"Pandro S. Berman, Producer"
1952,Romulus Films
1952,"John Ford and Merian C. Cooper, Producers"
1952,"Fred Quimby, Producer"
1952,"Tom Daly, Producer"
1952,"Jack Eaton, Producer"
1952,"Gordon Hollingshead, Producer"
1952,"Boris Vermont, Producer"
1952,Crown Film Unit
1952,London Film Production
1952,"Walt Disney, Producer"
1952,London Film Sound Department
1952,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
1952,Pinewood Studios Sound Department
1952,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1952,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
1952,Metro-Goldwyn-Mayer
1952,"Fredric M. Frank, Theodore St. John, Frank Cavett"
1952,Leo McCarey
1952,"Martin Goldsmith, Jack Leonard"
1952,Guy Trosper
1952,"Edna Anhalt, Edward Anhalt"
1952,Charles Schnee
1952,Michael Wilson
1952,Carl Foreman
1952,"Roger MacDougall, John Dighton, Alexander Mackendrick"
1952,Frank S. Nugent
1952,Sydney Boehm
1952,Terence Rattigan
1952,T. E. B. Clarke
1952,"Ruth Gordon, Garson Kanin"
1952,John Steinbeck
1952,
1953,Julius Caesar
1953,The Robe
1953,From Here to Eternity
1953,Stalag 17
1953,Roman Holiday
1953,Shane
1953,Lili
1953,Mogambo
1953,The Moon Is Blue
1953,Hondo
1953,Torch Song
1953,Pickup on South Street
1953,"Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Hugh Hunt"
1953,"Art Direction: Fritz Maurischat, Paul Markwitz"
1953,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Paul S. Fox"
1953,"Art Direction: Hal Pereira, Walter Tyler"
1953,"Art Direction: Lyle Wheeler, Maurice Ransford; Set Decoration: Stuart Reiss"
1953,"Art Direction: Alfred Junge, Hans Peters; Set Decoration: John Jarvis"
1953,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Arthur Krams"
1953,"Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Walter M. Scott, Paul S. Fox"
1953,"Art Direction: Cedric Gibbons, Preston Ames, Edward Carfagno, Gabriel Scognamillo; Set Decoration: Edwin B. Willis, Keogh Gleason, Arthur Krams, Jack D. Moore"
1953,"Art Direction: Cedric Gibbons, Urie McCleary; Set Decoration: Edwin B. Willis, Jack D. Moore"
1953,Hal Mohr
1953,Burnett Guffey
1953,Joseph Ruttenberg
1953,Joseph C. Brun
1953,"Frank Planer, Henri Alekan"
1953,George Folsey
1953,Edward Cronjager
1953,Robert Planck
1953,Leon Shamroy
1953,Loyal Griggs
1953,Walter Plunkett
1953,"Helen Rose, Herschel McCoy"
1953,Jean Louis
1953,"Charles LeMaire, Renie"
1953,Edith Head
1953,Mary Ann Nyberg
1953,Irene Sharaff
1953,"Charles LeMaire, Travilla"
1953,"Charles LeMaire, Emile Santiago"
1953,Fred Zinnemann
1953,Charles Walters
1953,William Wyler
1953,George Stevens
1953,Billy Wilder
1953,"John Taylor, Leon Clore and Grahame Tharp, Producers"
1953,"Walt Disney, Producer"
1953,"Castleton Knight, Producer"
1953,"John Barnes, Producer"
1953,United States Army Signal Corps
1953,"James Carr, Producer"
1953,"John Healy and John Adams, Producers"
1953,Irvine (Cotton) Warburton
1953,William Lyon
1953,Otto Ludwig
1953,Robert Swink
1953,Everett Douglas
1953,Hugo Friedhofer
1953,"Morris Stoloff, George Duning"
1953,Miklos Rozsa
1953,Bronislau Kaper
1953,Louis Forbes
1953,Adolph Deutsch
1953,Ray Heindorf
1953,Alfred Newman
1953,"Frederick Hollander, Morris Stoloff"
1953,"Andre Previn, Saul Chaplin"
1953,Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine
1953,Music by Nicholas Brodszky; Lyrics by Leo Robin
1953,Music by Lester Lee; Lyrics by Ned Washington
1953,Music by Sammy Fain; Lyrics by Paul Francis Webster
1953,Music by Harry Warren; Lyrics by Jack Brooks
1953,"Buddy Adler, Producer"
1953,"John Houseman, Producer"
1953,"Frank Ross, Producer"
1953,"William Wyler, Producer"
1953,"George Stevens, Producer"
1953,"Stephen Bosustow, Producer"
1953,"Edward Selzer, Producer"
1953,"Vincenzo Lucci-Chiarissi, Producer"
1953,National Film Board of Canada
1953,"Boris Vermont, Producer"
1953,"Johnny Green, Producer"
1953,"Jack Eaton, Producer"
1953,Dublin Gate Theatre Productions
1953,"Otto Lang, Producer"
1953,"Cedric Francis, Producer"
1953,"Warner Brothers Studio Sound Department, William A. Mueller, Sound Director"
1953,"Columbia Studio Sound Department, John P. Livadary, Sound Director"
1953,"Metro-Goldwyn-Mayer Studio Sound Department, A. W. Watkins, Sound Director"
1953,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
1953,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1953,Paramount Studio
1953,"Beirne Lay, Jr."
1953,Alec Coppel
1953,Louis L'Amour
1953,"Ray Ashley, Morris Engel, Ruth Orkin"
1953,Dalton Trumbo
1953,Eric Ambler
1953,Daniel Taradash
1953,Helen Deutsch
1953,"Ian McLellan Hunter, John Dighton"
1953,"A. B. Guthrie, Jr."
1953,"Betty Comden, Adolph Green"
1953,Richard Murphy
1953,"Sam Rolfe, Harold Jack Bloom"
1953,Millard Kaufman
1953,"Charles Brackett, Walter Reisch, Richard Breen"
1953,
1954,The Caine Mutiny
1954,On the Waterfront
1954,The Country Girl
1954,A Star Is Born
1954,Adventures of Robinson Crusoe
1954,The Barefoot Contessa
1954,Carmen Jones
1954,Sabrina
1954,Magnificent Obsession
1954,Executive Suite
1954,Broken Lance
1954,The High and the Mighty
1954,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Grace Gregory"
1954,"Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Emile Kuri"
1954,Max Ophuls
1954,Richard Day
1954,"Art Direction: Hal Pereira, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer"
1954,"Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason"
1954,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Walter M. Scott, Paul S. Fox"
1954,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Ray Moyer"
1954,"Art Direction: Malcolm Bert, Gene Allen, Irene Sharaff; Set Decoration: George James Hopkins"
1954,Art Direction: John Meehan; Set Decoration: Emile Kuri
1954,John F. Warren
1954,George Folsey
1954,Boris Kaufman
1954,John Seitz
1954,"Charles Lang, Jr."
1954,Leon Shamroy
1954,Robert Burks
1954,William V. Skall
1954,Milton Krasner
1954,"Georges Annenkov, Rosine Delamare"
1954,Helen Rose
1954,Christian Dior
1954,Jean Louis
1954,Edith Head
1954,Irene Sharaff
1954,"Charles LeMaire, René Hubert"
1954,Sanzo Wada
1954,"Jean Louis, Mary Ann Nyberg, Irene Sharaff"
1954,"Charles LeMaire, Travilla, Miles White"
1954,George Seaton
1954,William Wellman
1954,Elia Kazan
1954,Alfred Hitchcock
1954,Billy Wilder
1954,"Guy Glover, Producer"
1954,"Walt Disney, Producer"
1954,"Otto Lang, Producer"
1954,"Morrie Roizman, Producer"
1954,World Wide Pictures and Morse Films
1954,"William A. Lyon, Henry Batista"
1954,Ralph Dawson
1954,Gene Milford
1954,Ralph E. Winters
1954,Elmo Williams
1954,Max Steiner
1954,Larry Adler
1954,Dimitri Tiomkin
1954,Leonard Bernstein
1954,Franz Waxman
1954,Herschel Burke Gilbert
1954,"Joseph Gershenson, Henry Mancini"
1954,"Adolph Deutsch, Saul Chaplin"
1954,Ray Heindorf
1954,"Alfred Newman, Lionel Newman"
1954,Music and Lyrics by Irving Berlin
1954,Music by Dimitri Tiomkin; Lyrics by Ned Washington
1954,Music and Lyrics by Jack Lawrence and Richard Myers
1954,Music by Harold Arlen; Lyrics by Ira Gershwin
1954,Music by Jule Styne; Lyrics by Sammy Cahn
1954,"Stanley Kramer, Producer"
1954,"William Perlberg, Producer"
1954,"Sam Spiegel, Producer"
1954,"Jack Cummings, Producer"
1954,"Sol C. Siegel, Producer"
1954,"Walter Lantz, Producer"
1954,"Edward Selzer, Producer"
1954,"Fred Quimby, Producer"
1954,"Stephen Bosustow, Producer"
1954,"Johnny Green, Producer"
1954,"Robert Youngson, Producer"
1954,"Cedric Francis, Producer"
1954,"Denis Sanders and Terry Sanders, Producers"
1954,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director"
1954,"Columbia Studio Sound Department, John P. Livadary, Sound Director"
1954,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
1954,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1954,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director"
1954,20th Century-Fox Studio
1954,Warner Brothers Studio
1954,Walt Disney Studios
1954,Ettore Margadonna
1954,Philip Yordan
1954,François Boyer
1954,"Jed Harris, Tom Reed"
1954,Lamar Trotti
1954,Stanley Roberts
1954,John Michael Hayes
1954,"Billy Wilder, Samuel Taylor, Ernest Lehman"
1954,"Albert Hackett, Frances Goodrich, Dorothy Kingsley"
1954,Joseph L. Mankiewicz
1954,William Rose
1954,"Valentine Davies, Oscar Brodney"
1954,"Norman Panama, Melvin Frank"
1954,Budd Schulberg
1954,
1954,The Little Kidnappers
1955,Marty
1955,Love Me or Leave Me
1955,East of Eden
1955,The Man with the Golden Arm
1955,Bad Day at Black Rock
1955,Trial
1955,Mister Roberts
1955,Rebel without a Cause
1955,Picnic
1955,I'll Cry Tomorrow
1955,Summertime
1955,Love Is a Many-Splendored Thing
1955,The Rose Tattoo
1955,Interrupted Melody
1955,Pete Kelly's Blues
1955,"Art Direction: Cedric Gibbons, Randall Duell; Set Decoration: Edwin B. Willis, Henry Grace"
1955,"Art Direction: Cedric Gibbons, Malcolm Brown; Set Decoration: Edwin B. Willis, Hugh B. Hunt"
1955,Art Direction: Joseph C. Wright; Set Decoration: Darrell Silvera
1955,"Art Direction: Edward S. Haworth, Walter Simonds; Set Decoration: Robert Priestley"
1955,"Art Direction: Hal Pereira, Tambi Larsen; Set Decoration: Sam Comer, Arthur Krams"
1955,"Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Walter M. Scott, Paul S. Fox"
1955,"Art Direction: Oliver Smith, Joseph C. Wright; Set Decoration: Howard Bristol"
1955,"Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Walter M. Scott, Jack Stubbs"
1955,"Art Direction: William Flannery, Jo Mielziner; Set Decoration: Robert Priestley"
