1932/1933,Sound Recording,,Gold Diggers of 1933 
1932/1933,Sound Recording,,I Am a Fugitive from a Chain Gang 
1932/1933,Writing (Adaptation),,Lady for a Day 
1932/1933,Writing (Adaptation),1,Little Women 
1932/1933,Writing (Adaptation),,State Fair 
1932/1933,Writing (Original Story),1,One Way Passage 
1932/1933,Writing (Original Story),,The Prizefighter and the Lady 
1932/1933,Writing (Original Story),,Rasputin and the Empress 
1934,Actor,1,Clark Gable
1934,Actor,,Frank Morgan
1934,Actor,,William Powell
1934,Actress,1,Claudette Colbert
1934,Actress,,Bette Davis
1934,Actress,,Grace Moore
1934,Actress,,Norma Shearer
1934,Art Direction,,The Affairs of Cellini 
1934,Art Direction,,The Gay Divorcee 
1934,Art Direction,1,The Merry Widow 
1934,Assistant Director,,Cleopatra 
1934,Assistant Director,,Imitation of Life 
1934,Assistant Director,1,Viva Villa! 
1934,Cinematography,,The Affairs of Cellini 
1934,Cinematography,1,Cleopatra 
1934,Cinematography,,Operator 13 
1934,Directing,1,It Happened One Night 
1934,Directing,,One Night of Love 
1934,Directing,,The Thin Man 
1934,Film Editing,,Cleopatra 
1934,Film Editing,1,Eskimo 
1934,Film Editing,,One Night of Love 
1934,Music (Scoring),,The Gay Divorcee 
1934,Music (Scoring),,The Lost Patrol 
1934,Music (Scoring),1,One Night of Love 
1934,Music (Song),,"""Carioca"" from Flying Down to Rio"
1934,Music (Song),1,"""The Continental"" from The Gay Divorcee"
1934,Music (Song),,"""Love In Bloom"" from She Loves Me Not"
1934,Outstanding Production,,The Barretts of Wimpole Street 
1934,Outstanding Production,,Cleopatra 
1934,Outstanding Production,,Flirtation Walk 
1934,Outstanding Production,,The Gay Divorcee 
1934,Outstanding Production,,Here Comes the Navy 
1934,Outstanding Production,,The House of Rothschild 
1934,Outstanding Production,,Imitation of Life 
1934,Outstanding Production,1,It Happened One Night 
1934,Outstanding Production,,One Night of Love 
1934,Outstanding Production,,The Thin Man 
1934,Outstanding Production,,Viva Villa! 
1934,Outstanding Production,,The White Parade 
1934,Short Subject (Cartoon),,Holiday Land 
1934,Short Subject (Cartoon),,Jolly Little Elves 
1934,Short Subject (Cartoon),1,The Tortoise and the Hare 
1934,Short Subject (Comedy),1,La Cucaracha 
1934,Short Subject (Comedy),,Men in Black 
1934,Short Subject (Comedy),,"What, No Men! "
1934,Short Subject (Novelty),,Bosom Friends 
1934,Short Subject (Novelty),1,City of Wax 
1934,Short Subject (Novelty),,Strikes and Spares 
1934,Sound Recording,,The Affairs of Cellini 
1934,Sound Recording,,Cleopatra 
1934,Sound Recording,,Flirtation Walk 
1934,Sound Recording,,The Gay Divorcee 
1934,Sound Recording,,Imitation of Life 
1934,Sound Recording,1,One Night of Love 
1934,Sound Recording,,Viva Villa! 
1934,Sound Recording,,The White Parade 
1934,Writing (Adaptation),1,It Happened One Night 
1934,Writing (Adaptation),,The Thin Man 
1934,Writing (Adaptation),,Viva Villa! 
1934,Writing (Original Story),,Hide-Out 
1934,Writing (Original Story),1,Manhattan Melodrama 
1934,Writing (Original Story),,The Richest Girl in the World 
1934,Special Award,1,Shirley Temple
1935,Actor,,Clark Gable
1935,Actor,,Charles Laughton
1935,Actor,1,Victor McLaglen
1935,Actor,,Paul Muni
1935,Actor,,Franchot Tone
1935,Actress,,Elisabeth Bergner
1935,Actress,,Claudette Colbert
1935,Actress,1,Bette Davis
1935,Actress,,Katharine Hepburn
1935,Actress,,Miriam Hopkins
1935,Actress,,Merle Oberon
1935,Art Direction,1,The Dark Angel 
1935,Art Direction,,The Lives of a Bengal Lancer 
1935,Art Direction,,Top Hat 
1935,Assistant Director,,David Copperfield 
1935,Assistant Director,,Les Miserables 
1935,Assistant Director,1,The Lives of a Bengal Lancer 
1935,Assistant Director,,A Midsummer Night's Dream 
1935,Cinematography,,Barbary Coast 
1935,Cinematography,,The Crusades 
1935,Cinematography,,Les Miserables 
1935,Cinematography,1,A Midsummer Night's Dream 
1935,Dance Direction,,Busby Berkeley
1935,Dance Direction,,Bobby Connolly
1935,Dance Direction,,Bobby Connolly
1935,Dance Direction,1,Dave Gould
1935,Dance Direction,,Sammy Lee
1935,Dance Direction,,Hermes Pan
1935,Dance Direction,,LeRoy Prinz
1935,Dance Direction,,Benjamin Zemach
1935,Directing,,Captain Blood 
1935,Directing,1,The Informer 
1935,Directing,,The Lives of a Bengal Lancer 
1935,Directing,,Mutiny on the Bounty 
1935,Film Editing,,David Copperfield 
1935,Film Editing,,The Informer 
1935,Film Editing,,Les Miserables 
1935,Film Editing,,The Lives of a Bengal Lancer 
1935,Film Editing,1,A Midsummer Night's Dream 
1935,Film Editing,,Mutiny on the Bounty 
1935,Music (Scoring),,Captain Blood 
1935,Music (Scoring),1,The Informer 
1935,Music (Scoring),,Mutiny on the Bounty 
1935,Music (Scoring),,Peter Ibbetson 
1935,Music (Song),,"""Cheek To Cheek"" from Top Hat"
1935,Music (Song),,"""Lovely To Look At"" from Roberta"
1935,Music (Song),1,"""Lullaby Of Broadway"" from Gold Diggers of 1935"
1935,Outstanding Production,,Alice Adams 
1935,Outstanding Production,,Broadway Melody of 1936 
1935,Outstanding Production,,Captain Blood 
1935,Outstanding Production,,David Copperfield 
1935,Outstanding Production,,The Informer 
1935,Outstanding Production,,Les Miserables 
1935,Outstanding Production,,The Lives of a Bengal Lancer 
1935,Outstanding Production,,A Midsummer Night's Dream 
1935,Outstanding Production,1,Mutiny on the Bounty 
1935,Outstanding Production,,Naughty Marietta 
1935,Outstanding Production,,Ruggles of Red Gap 
1935,Outstanding Production,,Top Hat 
1935,Short Subject (Cartoon),,The Calico Dragon 
1935,Short Subject (Cartoon),1,Three Orphan Kittens 
1935,Short Subject (Cartoon),,Who Killed Cock Robin? 
1935,Short Subject (Comedy),1,How to Sleep 
1935,Short Subject (Comedy),,"Oh, My Nerves "
1935,Short Subject (Comedy),,Tit for Tat 
1935,Short Subject (Novelty),,Audioscopiks 
1935,Short Subject (Novelty),,Camera Thrills 
1935,Short Subject (Novelty),1,Wings over Mt. Everest 
1935,Sound Recording,,Bride of Frankenstein 
1935,Sound Recording,,Captain Blood 
1935,Sound Recording,,The Dark Angel 
1935,Sound Recording,,I Dream Too Much 
1935,Sound Recording,,The Lives of a Bengal Lancer 
1935,Sound Recording,,Love Me Forever 
1935,Sound Recording,1,Naughty Marietta 
1935,Sound Recording,,"$1,000 a Minute "
1935,Sound Recording,,Thanks a Million 
1935,Writing (Original Story),,Broadway Melody of 1936 
1935,Writing (Original Story),,G-Men 
1935,Writing (Original Story),,The Gay Deception 
1935,Writing (Original Story),1,The Scoundrel 
1935,Writing (Screenplay),,Captain Blood 
1935,Writing (Screenplay),1,The Informer 
1935,Writing (Screenplay),,The Lives of a Bengal Lancer 
1935,Writing (Screenplay),,Mutiny on the Bounty 
1935,Special Award,1,David Wark Griffith
1936,Actor,,Gary Cooper
1936,Actor,,Walter Huston
1936,Actor,1,Paul Muni
1936,Actor,,William Powell
1936,Actor,,Spencer Tracy
1936,Actor in a Supporting Role,,Mischa Auer
1936,Actor in a Supporting Role,1,Walter Brennan
1936,Actor in a Supporting Role,,Stuart Erwin
1936,Actor in a Supporting Role,,Basil Rathbone
1936,Actor in a Supporting Role,,Akim Tamiroff
1936,Actress,,Irene Dunne
1936,Actress,,Gladys George
1936,Actress,,Carole Lombard
1936,Actress,1,Luise Rainer
1936,Actress,,Norma Shearer
1936,Actress in a Supporting Role,,Beulah Bondi
1936,Actress in a Supporting Role,,Alice Brady
1936,Actress in a Supporting Role,,Bonita Granville
1936,Actress in a Supporting Role,,Maria Ouspenskaya
1936,Actress in a Supporting Role,1,Gale Sondergaard
1936,Art Direction,,Anthony Adverse 
1936,Art Direction,1,Dodsworth 
1936,Art Direction,,The Great Ziegfeld 
1936,Art Direction,,Lloyds of London 
1936,Art Direction,,The Magnificent Brute 
1936,Art Direction,,Romeo and Juliet 
1936,Art Direction,,Winterset 
1936,Assistant Director,,Anthony Adverse 
1936,Assistant Director,1,The Charge of the Light Brigade 
1936,Assistant Director,,The Garden of Allah 
1936,Assistant Director,,The Last of the Mohicans 
1936,Assistant Director,,San Francisco 
1936,Cinematography,1,Anthony Adverse 
1936,Cinematography,,The General Died at Dawn 
1936,Cinematography,,The Gorgeous Hussy 
1936,Dance Direction,,Busby Berkeley
1936,Dance Direction,,Bobby Connolly
1936,Dance Direction,1,Seymour Felix
1936,Dance Direction,,Dave Gould
1936,Dance Direction,,Jack Haskell
1936,Dance Direction,,Russell Lewis
1936,Dance Direction,,Hermes Pan
1936,Directing,,Dodsworth 
1936,Directing,,The Great Ziegfeld 
1936,Directing,1,Mr. Deeds Goes to Town 
1936,Directing,,My Man Godfrey 
1936,Directing,,San Francisco 
1936,Film Editing,1,Anthony Adverse 
1936,Film Editing,,Come and Get It 
1936,Film Editing,,The Great Ziegfeld 
1936,Film Editing,,Lloyds of London 
1936,Film Editing,,A Tale of Two Cities 
1936,Film Editing,,Theodora Goes Wild 
1936,Music (Scoring),1,Anthony Adverse 
1936,Music (Scoring),,The Charge of the Light Brigade 
1936,Music (Scoring),,The Garden of Allah 
1936,Music (Scoring),,The General Died at Dawn 
1936,Music (Scoring),,Winterset 
1936,Music (Song),,"""Did I Remember"" from Suzy"
1936,Music (Song),,"""I've Got You Under My Skin"" from Born to Dance"
1936,Music (Song),,"""A Melody From The Sky"" from Trail of the Lonesome Pine"
1936,Music (Song),,"""Pennies From Heaven"" from Pennies from Heaven"
1936,Music (Song),1,"""The Way You Look Tonight"" from Swing Time"
1936,Music (Song),,"""When Did You Leave Heaven"" from Sing, Baby, Sing"
1936,Outstanding Production,,Anthony Adverse 
1936,Outstanding Production,,Dodsworth 
1936,Outstanding Production,1,The Great Ziegfeld 
1936,Outstanding Production,,Libeled Lady 
1936,Outstanding Production,,Mr. Deeds Goes to Town 
1936,Outstanding Production,,Romeo and Juliet 
1936,Outstanding Production,,San Francisco 
1936,Outstanding Production,,The Story of Louis Pasteur 
1936,Outstanding Production,,A Tale of Two Cities 
1936,Outstanding Production,,Three Smart Girls 
1936,Short Subject (Cartoon),1,The Country Cousin 
1936,Short Subject (Cartoon),,Old Mill Pond 
1936,Short Subject (Cartoon),,Sinbad the Sailor 
1936,Short Subject (Color),1,Give Me Liberty 
1936,Short Subject (Color),,La Fiesta de Santa Barbara 
1936,Short Subject (Color),,Popular Science J-6-2 
1936,Short Subject (One Reel),1,Bored of Education 
1936,Short Subject (One Reel),,Moscow Moods 
1936,Short Subject (One Reel),,"Wanted, a Master "
1936,Short Subject (Two Reel),,Double or Nothing 
1936,Short Subject (Two Reel),,Dummy Ache 
1936,Short Subject (Two Reel),1,The Public Pays 
1936,Sound Recording,,Banjo on My Knee 
1936,Sound Recording,,The Charge of the Light Brigade 
1936,Sound Recording,,Dodsworth 
1936,Sound Recording,,General Spanky 
1936,Sound Recording,,Mr. Deeds Goes to Town 
1936,Sound Recording,1,San Francisco 
1936,Sound Recording,,The Texas Rangers 
1936,Sound Recording,,That Girl from Paris 
1936,Sound Recording,,Three Smart Girls 
1936,Writing (Original Story),,Fury 
1936,Writing (Original Story),,The Great Ziegfeld 
1936,Writing (Original Story),,San Francisco 
1936,Writing (Original Story),1,The Story of Louis Pasteur 
1936,Writing (Original Story),,Three Smart Girls 
1936,Writing (Screenplay),,After the Thin Man 
1936,Writing (Screenplay),,Dodsworth 
1936,Writing (Screenplay),,Mr. Deeds Goes to Town 
1936,Writing (Screenplay),,My Man Godfrey 
1936,Writing (Screenplay),1,The Story of Louis Pasteur 
1936,Special Award,1,The March of Time
1936,Special Award,1,W. Howard Greene and Harold Rosson
1937,Actor,,Charles Boyer
1937,Actor,,Fredric March
1937,Actor,,Robert Montgomery
1937,Actor,,Paul Muni
1937,Actor,1,Spencer Tracy
1937,Actor in a Supporting Role,,Ralph Bellamy
1937,Actor in a Supporting Role,,Thomas Mitchell
1937,Actor in a Supporting Role,1,Joseph Schildkraut
1937,Actor in a Supporting Role,,H. B. Warner
1937,Actor in a Supporting Role,,Roland Young
1937,Actress,,Irene Dunne
1937,Actress,,Greta Garbo
1937,Actress,,Janet Gaynor
1937,Actress,1,Luise Rainer
1937,Actress,,Barbara Stanwyck
1937,Actress in a Supporting Role,1,Alice Brady
1937,Actress in a Supporting Role,,Andrea Leeds
1937,Actress in a Supporting Role,,Anne Shirley
1937,Actress in a Supporting Role,,Claire Trevor
1937,Actress in a Supporting Role,,Dame May Whitty
1937,Art Direction,,Conquest 
1937,Art Direction,,A Damsel in Distress 
1937,Art Direction,,Dead End 
1937,Art Direction,,Every Day's a Holiday 
1937,Art Direction,,The Life of Emile Zola 
1937,Art Direction,1,Lost Horizon 
1937,Art Direction,,Manhattan Merry-Go-Round 
1937,Art Direction,,The Prisoner of Zenda 
1937,Art Direction,,Souls at Sea 
1937,Art Direction,,Walter Wanger's Vogues of 1938 
1937,Art Direction,,Wee Willie Winkie 
1937,Art Direction,,You're a Sweetheart 
1937,Assistant Director,1,In Old Chicago 
1937,Assistant Director,,The Life of Emile Zola 
1937,Assistant Director,,Lost Horizon 
1937,Assistant Director,,Souls at Sea 
1937,Assistant Director,,A Star Is Born 
1937,Cinematography,,Dead End 
1937,Cinematography,1,The Good Earth 
1937,Cinematography,,Wings over Honolulu 
1937,Dance Direction,,Busby Berkeley
1937,Dance Direction,,Bobby Connolly
1937,Dance Direction,,Dave Gould
1937,Dance Direction,,Sammy Lee
1937,Dance Direction,,Harry Losee
1937,Dance Direction,1,Hermes Pan
1937,Dance Direction,,LeRoy Prinz
1937,Directing,1,The Awful Truth 
1937,Directing,,The Good Earth 
1937,Directing,,The Life of Emile Zola 
1937,Directing,,Stage Door 
1937,Directing,,A Star Is Born 
1937,Film Editing,,The Awful Truth 
1937,Film Editing,,Captains Courageous 
1937,Film Editing,,The Good Earth 
1937,Film Editing,1,Lost Horizon 
1937,Film Editing,,One Hundred Men and a Girl 
1937,Music (Scoring),,The Hurricane 
1937,Music (Scoring),,In Old Chicago 
1937,Music (Scoring),,The Life of Emile Zola 
1937,Music (Scoring),,Lost Horizon 
1937,Music (Scoring),,Make a Wish 
1937,Music (Scoring),,Maytime 
1937,Music (Scoring),1,One Hundred Men and a Girl 
1937,Music (Scoring),,Portia on Trial 
1937,Music (Scoring),,The Prisoner of Zenda 
1937,Music (Scoring),,Quality Street 
1937,Music (Scoring),,Snow White and the Seven Dwarfs 
1937,Music (Scoring),,Something to Sing About 
1937,Music (Scoring),,Souls at Sea 
1937,Music (Scoring),,Way Out West 
1937,Music (Song),,"""Remember Me"" from Mr. Dodd Takes the Air"
1937,Music (Song),1,"""Sweet Leilani"" from Waikiki Wedding"
1937,Music (Song),,"""That Old Feeling"" from Walter Wanger's Vogues of 1938"
1937,Music (Song),,"""They Can't Take That Away From Me"" from Shall We Dance"
1937,Music (Song),,"""Whispers In The Dark"" from Artists and Models"
1937,Outstanding Production,,The Awful Truth 
1937,Outstanding Production,,Captains Courageous 
1937,Outstanding Production,,Dead End 
1937,Outstanding Production,,The Good Earth 
1937,Outstanding Production,,In Old Chicago 
1937,Outstanding Production,1,The Life of Emile Zola 
1937,Outstanding Production,,Lost Horizon 
1937,Outstanding Production,,One Hundred Men and a Girl 
1937,Outstanding Production,,Stage Door 
1937,Outstanding Production,,A Star Is Born 
1937,Short Subject (Cartoon),,Educated Fish 
1937,Short Subject (Cartoon),,The Little Match Girl 
1937,Short Subject (Cartoon),1,The Old Mill 
1937,Short Subject (Color),,The Man without a Country 
1937,Short Subject (Color),1,Penny Wisdom 
1937,Short Subject (Color),,Popular Science J-7-1 
1937,Short Subject (One Reel),,A Night at the Movies 
