1942,Der Fuehrer's Face ,"Walt Disney, Producer"
1942,Juke Box Jamboree ,"Walter Lantz, Producer"
1942,Pigs in a Polka ,"Leon Schlesinger, Producer"
1942,Tulips Shall Grow ,"George Pal, Producer"
1942,Desert Wonderland ,20th Century-Fox
1942,Marines in the Making ,"Pete Smith, Producer"
1942,Speaking of Animals and Their Families ,Paramount
1942,United States Marine Band ,Warner Brothers
1942,Beyond the Line of Duty ,Warner Brothers
1942,Don't Talk ,Metro-Goldwyn-Mayer
1942,Private Smith of the U.S.A. ,RKO Radio
1942,Arabian Nights ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1942,Bambi ,"Walt Disney Studio Sound Department, Sam Slyfield, Sound Director"
1942,Flying Tigers ,"Republic Studio Sound Department, Daniel Bloomberg, Sound Director"
1942,Friendly Enemies ,"Sound Service, Inc., Jack Whitney, Sound Director"
1942,The Gold Rush ,"RCA Sound, James Fields, Sound Director"
1942,Mrs. Miniver ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1942,Once upon a Honeymoon ,"RKO Radio Studio Sound Department, Steve Dunn, Sound Director"
1942,The Pride of the Yankees ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1942,Road to Morocco ,"Paramount Studio Sound Department, Loren Ryder, Sound Director"
1942,This above All ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1942,Yankee Doodle Dandy ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
1942,You Were Never Lovelier ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1942,The Black Swan ,"Photographic Effects by Fred Sersen; Sound Effects by Roger Heman, George Leverett"
1942,Desperate Journey ,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson
1942,Flying Tigers ,Photographic Effects by Howard Lydecker; Sound Effects by Daniel J. Bloomberg
1942,Invisible Agent ,Photographic Effects by John Fulton; Sound Effects by Bernard B. Brown
1942,Jungle Book ,Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth
1942,Mrs. Miniver ,"Photographic Effects by A. Arnold Gillespie, Warren Newcombe; Sound Effects by Douglas Shearer"
1942,The Navy Comes Through ,Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart
1942,One of Our Aircraft Is Missing ,Photographic Effects by Ronald Neame; Sound Effects by C. C. Stevens
1942,The Pride of the Yankees ,"Photographic Effects by Jack Cosgrove, Ray Binger; Sound Effects by Thomas T. Moulton"
1942,Reap the Wild Wind ,"Photographic Effects by Gordon Jennings, Farciot Edouart, William L. Pereira; Sound Effects by Louis Mesenkop"
1942,Holiday Inn ,Irving Berlin
1942,The Invaders ,Emeric Pressburger
1942,The Pride of the Yankees ,Paul Gallico
1942,The Talk of the Town ,Sidney Harmon
1942,Yankee Doodle Dandy ,Robert Buckner
1942,One of Our Aircraft Is Missing ,"Michael Powell, Emeric Pressburger"
1942,Road to Morocco ,"Frank Butler, Don Hartman"
1942,Wake Island ,"W. R. Burnett, Frank Butler"
1942,The War against Mrs. Hadley ,George Oppenheimer
1942,Woman of the Year ,"Ring Lardner, Jr., Michael Kanin"
1942,The Invaders ,"Rodney Ackland, Emeric Pressburger"
1942,Mrs. Miniver ,"Arthur Wimperis, George Froeschel, James Hilton, Claudine West"
1942,The Pride of the Yankees ,"Jo Swerling, Herman J. Mankiewicz"
1942,Random Harvest ,"Claudine West, George Froeschel, Arthur Wimperis"
1942,The Talk of the Town ,"Irwin Shaw, Sidney Buchman"
1942,Charles Boyer,
1942,Noel Coward,In Which We Serve
1942,Metro-Goldwyn-Mayer,Andy Hardy
1942,Sidney Franklin,
1943,Humphrey Bogart,Casablanca
1943,Gary Cooper,For Whom the Bell Tolls
1943,Paul Lukas,Watch on the Rhine
1943,Walter Pidgeon,Madame Curie
1943,Mickey Rooney,The Human Comedy
1943,Charles Bickford,The Song of Bernadette
1943,Charles Coburn,The More the Merrier
1943,J. Carrol Naish,Sahara
1943,Claude Rains,Casablanca
1943,Akim Tamiroff,For Whom the Bell Tolls
1943,Jean Arthur,The More the Merrier
1943,Ingrid Bergman,For Whom the Bell Tolls
1943,Joan Fontaine,The Constant Nymph
1943,Greer Garson,Madame Curie
1943,Jennifer Jones,The Song of Bernadette
1943,Gladys Cooper,The Song of Bernadette
1943,Paulette Goddard,So Proudly We Hail!
1943,Katina Paxinou,For Whom the Bell Tolls
1943,Anne Revere,The Song of Bernadette
1943,Lucile Watson,Watch on the Rhine
1943,Five Graves to Cairo ,"Art Direction: Hans Dreier, Ernst Fegte; Interior Decoration: Bertram Granger"
1943,Flight for Freedom ,"Art Direction: Albert S. D'Agostino, Carroll Clark; Interior Decoration: Darrell Silvera, Harley Miller"
1943,Madame Curie ,"Art Direction: Cedric Gibbons, Paul Groesse; Interior Decoration: Edwin B. Willis, Hugh Hunt"
1943,Mission to Moscow ,Art Direction: Carl Weyl; Interior Decoration: George J. Hopkins
1943,The North Star ,Art Direction: Perry Ferguson; Interior Decoration: Howard Bristol
1943,The Song of Bernadette ,"Art Direction: James Basevi, William Darling; Interior Decoration: Thomas Little"
1943,For Whom the Bell Tolls ,"Art Direction: Hans Dreier, Haldane Douglas; Interior Decoration: Bertram Granger"
1943,The Gang's All Here ,"Art Direction: James Basevi, Joseph C. Wright; Interior Decoration: Thomas Little"
1943,Phantom of the Opera ,"Art Direction: John B. Goodman, Alexander Golitzen; Interior Decoration: Russell A. Gausman, Ira S. Webb"
1943,This Is the Army ,"Art Direction: John Hughes, Lt. John Koenig; Interior Decoration: George J. Hopkins"
1943,Thousands Cheer ,"Art Direction: Cedric Gibbons, Daniel Cathcart; Interior Decoration: Edwin B. Willis, Jacques Mersereau"
1943,Air Force ,"James Wong Howe, Elmer Dyer, Charles Marshall"
1943,Casablanca ,Arthur Edeson
1943,Corvette K-225 ,Tony Gaudio
1943,Five Graves to Cairo ,John Seitz
1943,The Human Comedy ,Harry Stradling
1943,Madame Curie ,Joseph Ruttenberg
1943,The North Star ,James Wong Howe
1943,Sahara ,Rudolph Maté
1943,So Proudly We Hail! ,Charles Lang
1943,The Song of Bernadette ,Arthur Miller
1943,For Whom the Bell Tolls ,Ray Rennahan
1943,Heaven Can Wait ,Edward Cronjager
1943,"Hello, Frisco, Hello ","Charles G. Clarke, Allen Davey"
1943,Lassie Come Home ,Leonard Smith
1943,Phantom of the Opera ,"Hal Mohr, W. Howard Greene"
1943,Thousands Cheer ,George Folsey
1943,Casablanca ,Michael Curtiz
1943,Heaven Can Wait ,Ernst Lubitsch
1943,The Human Comedy ,Clarence Brown
1943,The More the Merrier ,George Stevens
1943,The Song of Bernadette ,Henry King
1943,Baptism of Fire ,United States Army
1943,The Battle of Russia ,United States Department of War Special Service Division
1943,Desert Victory ,British Ministry of Information
1943,For God and Country ,United States Army Pictorial Service
1943,Report from the Aleutians ,United States Army Pictorial Service
1943,Silent Village ,British Ministry of Information
1943,War Department Report ,United States Office of Strategic Services Field Photographic Bureau
1943,"We've Come a Long, Long Way ","Negro Marches On, Inc."
1943,Bismarck Convoy Smashed ,Australian Department of Information Film Unit
1943,Children of Mars ,RKO Radio
1943,Day of Battle ,United States Office of War Information Domestic Motion Picture Bureau
1943,December 7th ,United States Navy
1943,The Dutch Tradition ,National Film Board of Canada
1943,Kill or Be Killed ,British Ministry of Information
1943,The Labor Front ,National Film Board of Canada
1943,Land of My Mother ,Polish Information Centre
1943,Letter from Livingston ,United States Army 4th Signal Photographic Unit
1943,Life Line ,United States Army Pictorial Service
1943,Plan for Destruction ,Metro-Goldwyn-Mayer
1943,The Rear Gunner ,United States Department of War
1943,Servant of a Nation ,Union of South Africa
1943,Swedes in America ,United States Office of War Information Overseas Motion Picture Bureau
1943,Task Force ,United States Coast Guard
1943,To the People of the United States ,"Walter Wanger, Producer"
1943,Tomorrow We Fly ,United States Navy Bureau of Aeronautics
1943,The Voice That Thrilled the World ,Warner Brothers
1943,Water--Friend or Enemy ,"Walt Disney, Producer"
1943,Wings Up ,United States Army Air Force 1st Motion Picture Unit
1943,Youth in Crisis ,The March of Time
1943,Air Force ,George Amy
1943,Casablanca ,Owen Marks
1943,Five Graves to Cairo ,Doane Harrison
1943,For Whom the Bell Tolls ,"Sherman Todd, John Link"
1943,The Song of Bernadette ,Barbara McLean
1943,The Amazing Mrs. Holliday ,"Frank Skinner, Hans J. Salter"
1943,Casablanca ,Max Steiner
1943,Commandos Strike at Dawn ,"Morris Stoloff, Louis Gruenberg"
1943,The Fallen Sparrow ,"Roy Webb, C. Bakaleinikoff"
1943,For Whom the Bell Tolls ,Victor Young
1943,Hangmen Also Die ,Hanns Eisler
1943,Hi Diddle Diddle ,Phil Boutelje
1943,In Old Oklahoma ,Walter Scharf
1943,Johnny Come Lately ,Leigh Harline
1943,The Kansan ,Gerard Carbonara
1943,Lady of Burlesque ,Arthur Lange
1943,Madame Curie ,Herbert Stothart
1943,The Moon and Sixpence ,Dimitri Tiomkin
1943,The North Star ,Aaron Copland
1943,The Song of Bernadette ,Alfred Newman
1943,Victory through Air Power ,"Edward H. Plumb, Paul J. Smith, Oliver G. Wallace"
1943,Coney Island ,Alfred Newman
1943,Hit Parade of 1943 ,Walter Scharf
1943,Phantom of the Opera ,Edward Ward
1943,Saludos Amigos ,"Charles Wolcott, Edward H. Plumb, Paul J. Smith"
1943,The Sky's the Limit ,Leigh Harline
1943,Something to Shout About ,Morris Stoloff
1943,Stage Door Canteen ,Frederic E. Rich
1943,Star Spangled Rhythm ,Robert Emmett Dolan
1943,This Is the Army ,Ray Heindorf
1943,Thousands Cheer ,Herbert Stothart
1943,"""A Change Of Heart"" from Hit Parade of 1943",Music by Jule Styne; Lyrics by Harold Adamson
1943,"""Happiness Is A Thing Called Joe"" from Cabin in the Sky",Music by Harold Arlen; Lyrics by E. Y. Harburg
1943,"""My Shining Hour"" from The Sky's the Limit",Music by Harold Arlen; Lyrics by Johnny Mercer
1943,"""Saludos Amigos"" from Saludos Amigos",Music by Charles Wolcott; Lyrics by Ned Washington
1943,"""Say A Pray'r For The Boys Over There"" from Hers to Hold",Music by Jimmy McHugh; Lyrics by Herb Magidson
1943,"""That Old Black Magic"" from Star Spangled Rhythm",Music by Harold Arlen; Lyrics by Johnny Mercer
1943,"""They're Either Too Young Or Too Old"" from Thank Your Lucky Stars",Music by Arthur Schwartz; Lyrics by Frank Loesser
1943,"""We Mustn't Say Goodbye"" from Stage Door Canteen",Music by James Monaco; Lyrics by Al Dubin
1943,"""You'd Be So Nice To Come Home To"" from Something to Shout About",Music and Lyrics by Cole Porter
1943,"""You'll Never Know"" from Hello, Frisco, Hello",Music by Harry Warren; Lyrics by Mack Gordon
1943,Casablanca ,Warner Brothers
1943,For Whom the Bell Tolls ,Paramount
1943,Heaven Can Wait ,20th Century-Fox
1943,The Human Comedy ,Metro-Goldwyn-Mayer
1943,In Which We Serve ,Two Cities
1943,Madame Curie ,Metro-Goldwyn-Mayer
1943,The More the Merrier ,Columbia
1943,The Ox-Bow Incident ,20th Century-Fox
1943,The Song of Bernadette ,20th Century-Fox
1943,Watch on the Rhine ,Warner Brothers
1943,The Dizzy Acrobat ,"Walter Lantz, Producer"
1943,The 500 Hats of Bartholomew Cubbins ,"George Pal, Producer"
1943,Greetings Bait! ,"Leon Schlesinger, Producer"
1943,Imagination ,"Dave Fleischer, Producer"
1943,Reason and Emotion ,"Walt Disney, Producer"
1943,Yankee Doodle Mouse ,"Frederick Quimby, Producer"
1943,Amphibious Fighters ,"Grantland Rice, Producer"
1943,Cavalcade of Dance with Veloz and Yolanda ,"Gordon Hollingshead, Producer"
1943,Champions Carry On ,"Edmund Reek, Producer"
1943,Hollywood in Uniform ,"Ralph Staub, Producer"
1943,Seeing Hands ,"Pete Smith, Producer"
1943,Heavenly Music ,"Jerry Bresler and Sam Coslow, Producers"
1943,Letter to a Hero ,"Frederic Ullman, Jr., Producer"
1943,Mardi Gras ,"Walter MacEwen, Producer"
1943,Women at War ,"Gordon Hollingshead, Producer"
1943,Hangmen Also Die ,"Sound Service, Inc., Jack Whitney, Sound Director"
1943,In Old Oklahoma ,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1943,Madame Curie ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1943,The North Star ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1943,Phantom of the Opera ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1943,Riding High ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1943,Sahara ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1943,Saludos Amigos ,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director"
1943,So This Is Washington ,"RCA Sound, J. L. Fields, Sound Director"
1943,The Song of Bernadette ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1943,This Is the Army ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
1943,This Land Is Mine ,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director"
1943,Air Force ,"Photographic Effects by Hans Koenekamp, Rex Wimpy; Sound Effects by Nathan Levinson"
1943,Bombardier ,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville"
1943,Crash Dive ,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman
1943,The North Star ,"Photographic Effects by Clarence Slifer, R. O. Binger; Sound Effects by Thomas T. Moulton"
1943,So Proudly We Hail! ,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton"
1943,Stand By for Action ,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus; Sound Effects by Michael Steinore"
1943,Action in the North Atlantic ,Guy Gilpatric
1943,Destination Tokyo ,Steve Fisher
1943,The Human Comedy ,William Saroyan
1943,The More the Merrier ,"Robert Russell, Frank Ross"
1943,Shadow of a Doubt ,Gordon McDonell
1943,Air Force ,Dudley Nichols
1943,In Which We Serve ,Noel Coward
1943,The North Star ,Lillian Hellman
1943,Princess O'Rourke ,Norman Krasna
1943,So Proudly We Hail! ,Allan Scott
1943,Casablanca ,"Julius J. Epstein, Philip G. Epstein, Howard Koch"
1943,Holy Matrimony ,Nunnally Johnson
1943,The More the Merrier ,"Robert Russell, Frank Ross, Richard Flournoy, Lewis R. Foster"
1943,The Song of Bernadette ,George Seaton
1943,Watch on the Rhine ,Dashiell Hammett
1943,George Pal,
1943,Hal B. Wallis,
1944,Charles Boyer,Gaslight
1944,Bing Crosby,Going My Way
1944,Barry Fitzgerald,Going My Way
1944,Cary Grant,None but the Lonely Heart
1944,Alexander Knox,Wilson
1944,Hume Cronyn,The Seventh Cross
1944,Barry Fitzgerald,Going My Way
1944,Claude Rains,Mr. Skeffington
1944,Clifton Webb,Laura
1944,Monty Woolley,Since You Went Away
1944,Ingrid Bergman,Gaslight
1944,Claudette Colbert,Since You Went Away
1944,Bette Davis,Mr. Skeffington
1944,Greer Garson,Mrs. Parkington
1944,Barbara Stanwyck,Double Indemnity
1944,Ethel Barrymore,None but the Lonely Heart
1944,Jennifer Jones,Since You Went Away
1944,Angela Lansbury,Gaslight
1944,Aline MacMahon,Dragon Seed
1944,Agnes Moorehead,Mrs. Parkington
1944,Address Unknown ,"Art Direction: Lionel Banks, Walter Holscher; Interior Decoration: Joseph Kish"
1944,The Adventures of Mark Twain ,Art Direction: John J. Hughes; Interior Decoration: Fred MacLean
1944,Casanova Brown ,Art Direction: Perry Ferguson; Interior Decoration: Julia Heron
1944,Gaslight ,"Art Direction: Cedric Gibbons, William Ferrari; Interior Decoration: Edwin B. Willis, Paul Huldschinsky"
1944,Laura ,"Art Direction: Lyle Wheeler, Leland Fuller; Interior Decoration: Thomas Little"
1944,No Time for Love ,"Art Direction: Hans Dreier, Robert Usher; Interior Decoration: Sam Comer"
1944,Since You Went Away ,Art Direction: Mark-Lee Kirk; Interior Decoration: Victor A. Gangelin
1944,Song of the Open Road,
1944,Step Lively ,"Art Direction: Albert S. D'Agostino, Carroll Clark; Interior Decoration: Darrell Silvera, Claude Carpenter"
1944,The Climax ,"Art Direction: John B. Goodman, Alexander Golitzen; Interior Decoration: Russell A. Gausman, Ira S. Webb"
1944,Cover Girl ,"Art Direction: Lionel Banks, Cary Odell; Interior Decoration: Fay Babcock"
1944,The Desert Song ,Art Direction: Charles Novi; Interior Decoration: Jack McConaghy
1944,Kismet ,"Art Direction: Cedric Gibbons, Daniel B. Cathcart; Interior Decoration: Edwin B. Willis, Richard Pefferle"
1944,Lady in the Dark ,"Art Direction: Hans Dreier, Raoul Pene du Bois; Interior Decoration: Ray Moyer"
1944,The Princess and the Pirate ,Art Direction: Ernst Fegte; Interior Decoration: Howard Bristol
1944,Wilson ,Art Direction: Wiard Ihnen; Interior Decoration: Thomas Little
1944,Double Indemnity ,John Seitz
1944,Dragon Seed ,Sidney Wagner
1944,Gaslight ,Joseph Ruttenberg
1944,Going My Way ,Lionel Lindon
1944,Laura ,Joseph LaShelle
1944,Lifeboat ,Glen MacWilliams
1944,Since You Went Away ,"Stanley Cortez, Lee Garmes"
1944,Thirty Seconds over Tokyo ,"Robert Surtees, Harold Rosson"
1944,The Uninvited ,Charles Lang
1944,The White Cliffs of Dover ,George Folsey
1944,Cover Girl ,"Rudolph Maté, Allen M. Davey"
1944,Home in Indiana ,Edward Cronjager
1944,Kismet ,Charles Rosher
1944,Lady in the Dark ,Ray Rennahan
1944,Meet Me in St. Louis ,George Folsey
1944,Wilson ,Leon Shamroy
1944,Double Indemnity ,Billy Wilder
1944,Going My Way ,Leo McCarey
1944,Laura ,Otto Preminger
1944,Lifeboat ,Alfred Hitchcock
1944,Wilson ,Henry King
1944,The Fighting Lady ,United States Navy
1944,Resisting Enemy Interrogation ,United States Army Air Force
1944,Arturo Toscanini ,United States Office of War Information Overseas Motion Picture Bureau
1944,New Americans ,RKO Radio
1944,With the Marines at Tarawa ,United States Marine Corps
1944,Going My Way ,Leroy Stone
1944,Janie ,Owen Marks
1944,None but the Lonely Heart ,Roland Gross
1944,Since You Went Away ,"Hal C. Kern, James E. Newcom"
1944,Wilson ,Barbara McLean
1944,Address Unknown ,"Morris Stoloff, Ernst Toch"
1944,The Adventures of Mark Twain ,Max Steiner
1944,The Bridge of San Luis Rey ,Dimitri Tiomkin
1944,Casanova Brown ,Arthur Lange
1944,Christmas Holiday ,H. J. Salter
1944,Double Indemnity ,Miklos Rozsa
1944,The Fighting Seabees ,"Walter Scharf, Roy Webb"
1944,The Hairy Ape ,"Edward Paul, Michel Michelet"
1944,It Happened Tomorrow ,Robert Stolz
1944,Jack London ,Frederic Efrem Rich
1944,Kismet ,Herbert Stothart
1944,None but the Lonely Heart ,"Hanns Eisler, C. Bakaleinikoff"
1944,The Princess and the Pirate ,David Rose
1944,Since You Went Away ,Max Steiner
1944,Summer Storm ,Karl Hajos
1944,Three Russian Girls ,Franke Harling
1944,Up in Mabel's Room ,Edward Paul
1944,Voice in the Wind ,Michel Michelet
1944,Wilson ,Alfred Newman
1944,Woman of the Town ,Miklos Rozsa
1944,Brazil ,Walter Scharf
1944,Cover Girl ,"Morris Stoloff, Carmen Dragon"
1944,Higher and Higher ,C. Bakaleinikoff
1944,Hollywood Canteen ,Ray Heindorf
1944,Irish Eyes Are Smiling ,Alfred Newman
1944,Knickerbocker Holiday ,"Werner R. Heymann, Kurt Weill"
1944,Lady in the Dark ,Robert Emmett Dolan
1944,"Lady, Let's Dance ",Edward Kay
1944,Meet Me in St. Louis ,Georgie Stoll
1944,The Merry Monahans ,H. J. Salter
1944,Minstrel Man ,"Ferde Grofe, Leo Erdody"
1944,Sensations of 1945 ,Mahlon Merrick
1944,Song of the Open Road ,Charles Previn
1944,Up in Arms ,"Ray Heindorf, Louis Forbes"
1944,"""I Couldn't Sleep A Wink Last Night"" from Higher and Higher",Music by Jimmy McHugh; Lyrics by Harold Adamson
1944,"""I'll Walk Alone"" from Follow the Boys",Music by Jule Styne; Lyrics by Sammy Cahn
1944,"""I'm Making Believe"" from Sweet and Lowdown",Music by James V. Monaco; Lyrics by Mack Gordon
1944,"""Long Ago And Far Away"" from Cover Girl",Music by Jerome Kern; Lyrics by Ira Gershwin
1944,"""Now I Know"" from Up in Arms",Music by Harold Arlen; Lyrics by Ted Koehler
1944,"""Remember Me To Carolina"" from Minstrel Man",Music by Harry Revel; Lyrics by Paul Webster
1944,"""Rio De Janeiro"" from Brazil",Music by Ary Barroso; Lyrics by Ned Washington
1944,"""Silver Shadows And Golden Dreams"" from Lady, Let's Dance",Music by Lew Pollack; Lyrics by Charles Newman
1944,"""Sweet Dreams Sweetheart"" from Hollywood Canteen",Music by M. K. Jerome; Lyrics by Ted Koehler
1944,"""Swinging On A Star"" from Going My Way",Music by James Van Heusen; Lyrics by Johnny Burke
1944,"""Too Much In Love"" from Song of the Open Road",Music by Walter Kent; Lyrics by Kim Gannon
1944,"""The Trolley Song"" from Meet Me in St. Louis",Music and Lyrics by Ralph Blane and Hugh Martin
1944,Double Indemnity ,Paramount
1944,Gaslight ,Metro-Goldwyn-Mayer
1944,Going My Way ,Paramount
1944,Since You Went Away ,Selznick International Pictures
1944,Wilson ,20th Century-Fox
1944,And to Think I Saw It on Mulberry Street ,"George Pal, Producer"
1944,"Dog, Cat and Canary ",Screen Gems
1944,Fish Fry ,"Walter Lantz, Producer"
1944,How to Play Football ,"Walt Disney, Producer"
1944,Mouse Trouble ,"Frederick C. Quimby, Producer"
1944,My Boy Johnny ,"Paul Terry, Producer"
1944,Swooner Crooner ,Warner Brothers
1944,Blue Grass Gentlemen ,"Edmund Reek, Producer"
1944,Jammin' the Blues ,"Gordon Hollingshead, Producer"
1944,Movie Pests ,"Pete Smith, Producer"
1944,Screen Snapshots' 50th Anniversary of Motion Pictures ,"Ralph Staub, Producer"
1944,Who's Who in Animal Land ,"Jerry Fairbanks, Producer"
1944,Bombalera ,"Louis Harris, Producer"
1944,I Won't Play ,"Gordon Hollingshead, Producer"
1944,Main Street Today ,"Jerry Bresler, Producer; Herbert Moulton, Associate Producer"
1944,Brazil ,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1944,Casanova Brown ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1944,Cover Girl ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1944,Double Indemnity ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1944,His Butler's Sister ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1944,Hollywood Canteen ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
1944,It Happened Tomorrow ,"Sound Service, Inc., Jack Whitney, Sound Director"
1944,Kismet ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1944,Music in Manhattan ,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director"
1944,Voice in the Wind ,"RCA Sound, W. M. Dalgleish, Sound Director"
1944,Wilson ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1944,The Adventures of Mark Twain ,"Photographic Effects by Paul Detlefsen, John Crouse; Sound Effects by Nathan Levinson"
1944,Days of Glory ,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville"
1944,Secret Command ,"Photographic Effects by David Allen, Ray Cory, Robert Wright; Sound Effects by Russell Malmgren, Harry Kusnick"
1944,Since You Went Away ,Photographic Effects by John R. Cosgrove; Sound Effects by Arthur Johns
1944,The Story of Dr. Wassell ,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton"
1944,Thirty Seconds over Tokyo ,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Warren Newcombe; Sound Effects by Douglas Shearer"
1944,Wilson ,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman
1944,Going My Way ,Leo McCarey
1944,A Guy Named Joe ,"Chandler Sprague, David Boehm"
1944,Lifeboat ,John Steinbeck
1944,None Shall Escape ,"Alfred Neumann, Joseph Than"
1944,The Sullivans ,"Edward Doherty, Jules Schermer"
1944,Hail the Conquering Hero ,Preston Sturges
1944,The Miracle of Morgan's Creek ,Preston Sturges
1944,Two Girls and a Sailor ,"Richard Connell, Gladys Lehman"
1944,Wilson ,Lamar Trotti
1944,Wing and a Prayer ,Jerome Cady
1944,Double Indemnity ,"Billy Wilder, Raymond Chandler"
1944,Gaslight ,"John Van Druten, Walter Reisch, John L. Balderston"
1944,Going My Way ,"Frank Butler, Frank Cavett"
1944,Laura ,"Jay Dratler, Samuel Hoffenstein, Betty Reinhardt"
1944,Meet Me in St. Louis ,"Irving Brecher, Fred F. Finklehoffe"
1944,Margaret O'Brien,
1944,Bob Hope,
1944,Darryl F. Zanuck,
1945,Bing Crosby,The Bells of St. Mary's
1945,Gene Kelly,Anchors Aweigh
1945,Ray Milland,The Lost Weekend
1945,Gregory Peck,The Keys of the Kingdom
1945,Cornel Wilde,A Song to Remember
1945,Michael Chekhov,Spellbound
1945,John Dall,The Corn Is Green
1945,James Dunn,A Tree Grows in Brooklyn
1945,Robert Mitchum,G. I. Joe
1945,J. Carrol Naish,A Medal for Benny
1945,Ingrid Bergman,The Bells of St. Mary's
1945,Joan Crawford,Mildred Pierce
1945,Greer Garson,The Valley of Decision
1945,Jennifer Jones,Love Letters
1945,Gene Tierney,Leave Her to Heaven
1945,Eve Arden,Mildred Pierce
1945,Ann Blyth,Mildred Pierce
1945,Angela Lansbury,The Picture of Dorian Gray
1945,Joan Lorring,The Corn Is Green
1945,Anne Revere,National Velvet
1945,Blood on the Sun ,Art Direction: Wiard Ihnen; Interior Decoration: A. Roland Fields
1945,Experiment Perilous ,"Art Direction: Albert S. D'Agostino, Jack Okey; Interior Decoration: Darrell Silvera, Claude Carpenter"
1945,The Keys of the Kingdom ,"Art Direction: James Basevi, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes"
1945,Love Letters ,"Art Direction: Hans Dreier, Roland Anderson; Interior Decoration: Sam Comer, Ray Moyer"
1945,The Picture of Dorian Gray ,"Art Direction: Cedric Gibbons, Hans Peters; Interior Decoration: Edwin B. Willis, Hugh Hunt, John Bonar"
1945,Frenchman's Creek ,"Art Direction: Hans Dreier, Ernst Fegte; Interior Decoration: Sam Comer"
1945,Leave Her to Heaven ,"Art Direction: Lyle Wheeler, Maurice Ransford; Interior Decoration: Thomas Little"
1945,National Velvet ,"Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis, Mildred Griffiths"
1945,San Antonio ,Art Direction: Ted Smith; Interior Decoration: Jack McConaghy
1945,A Thousand and One Nights ,"Art Direction: Stephen Goosson, Rudolph Sternad; Interior Decoration: Frank Tuttle"
1945,The Keys of the Kingdom ,Arthur Miller
1945,The Lost Weekend ,John F. Seitz
1945,Mildred Pierce ,Ernest Haller
1945,The Picture of Dorian Gray ,Harry Stradling
1945,Spellbound ,George Barnes
1945,Anchors Aweigh ,"Robert Planck, Charles Boyle"
1945,Leave Her to Heaven ,Leon Shamroy
1945,National Velvet ,Leonard Smith
1945,A Song to Remember ,"Tony Gaudio, Allen M. Davey"
1945,The Spanish Main ,George Barnes
1945,The Bells of St. Mary's ,Leo McCarey
1945,The Lost Weekend ,Billy Wilder
1945,National Velvet ,Clarence Brown
1945,The Southerner ,Jean Renoir
1945,Spellbound ,Alfred Hitchcock
1945,The Last Bomb ,United States Army Air Force
1945,The True Glory ,The Governments of Great Britain and the United States of America
1945,Hitler Lives? ,"Gordon Hollingshead, Producer"
1945,Library of Congress ,United States Office of War Information Overseas Motion Picture Bureau
1945,To the Shores of Iwo Jima ,United States Marine Corps
1945,The Bells of St. Mary's ,Harry Marker
1945,The Lost Weekend ,Doane Harrison
1945,National Velvet ,Robert J. Kern
1945,"Objective, Burma! ",George Amy
